Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [212]
[200]    0.0    0.00    0.00       3         arma::fill::fill_class<arma::fill::fill_randn>::fill_class() [200]
-----------------------------------------------
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [210]
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [211]
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [212]
[201]    0.0    0.00    0.00       3         arma::fill::fill_class<arma::fill::fill_randu>::fill_class() [201]
-----------------------------------------------
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [210]
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [211]
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [212]
[202]    0.0    0.00    0.00       3         arma::fill::fill_class<arma::fill::fill_zeros>::fill_class() [202]
-----------------------------------------------
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [210]
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [211]
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [212]
[203]    0.0    0.00    0.00       3         arma::fill::fill_class<arma::fill::fill_eye>::fill_class() [203]
-----------------------------------------------
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [210]
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [211]
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [212]
[204]    0.0    0.00    0.00       3         arma::fill::fill_class<arma::fill::fill_none>::fill_class() [204]
-----------------------------------------------
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [210]
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [211]
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [212]
[205]    0.0    0.00    0.00       3         arma::fill::fill_class<arma::fill::fill_ones>::fill_class() [205]
-----------------------------------------------
                0.00    0.00       3/3           Activator::run_loops(int) [48]
[206]    0.0    0.00    0.00       3         void arma::arrayops::inplace_div<double>(double*, double, unsigned long long) [206]
                0.00    0.00       3/3           void arma::arrayops::inplace_div_base<double>(double*, double, unsigned long long) [207]
-----------------------------------------------
                0.00    0.00       3/3           void arma::arrayops::inplace_div<double>(double*, double, unsigned long long) [206]
[207]    0.0    0.00    0.00       3         void arma::arrayops::inplace_div_base<double>(double*, double, unsigned long long) [207]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [2]
[208]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN16HoneycombLattice14bonds_per_siteE [208]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [212]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [2]
[209]    0.0    0.00    0.00       1         _GLOBAL__sub_I_main [209]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [210]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I_main [209]
[210]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [210]
                0.00    0.00       1/3           arma::fill::fill_class<arma::fill::fill_none>::fill_class() [204]
                0.00    0.00       1/3           arma::fill::fill_class<arma::fill::fill_zeros>::fill_class() [202]
                0.00    0.00       1/3           arma::fill::fill_class<arma::fill::fill_eye>::fill_class() [203]
                0.00    0.00       1/3           arma::fill::fill_class<arma::fill::fill_ones>::fill_class() [205]
                0.00    0.00       1/3           arma::fill::fill_class<arma::fill::fill_randn>::fill_class() [200]
                0.00    0.00       1/3           arma::fill::fill_class<arma::fill::fill_randu>::fill_class() [201]
                0.00    0.00       1/3           arma::solve_opts::opts_none::opts_none() [189]
                0.00    0.00       1/3           arma::solve_opts::opts_equilibrate::opts_equilibrate() [187]
                0.00    0.00       1/3           arma::solve_opts::opts_fast::opts_fast() [188]
                0.00    0.00       1/3           arma::solve_opts::opts_no_approx::opts_no_approx() [186]
                0.00    0.00       1/3           arma::solve_opts::opts_tril::opts_tril() [190]
                0.00    0.00       1/3           arma::solve_opts::opts_triu::opts_triu() [191]
                0.00    0.00       1/3           arma::gmm_dist_maha::gmm_dist_maha() [193]
                0.00    0.00       1/3           arma::gmm_dist_eucl::gmm_dist_eucl() [192]
                0.00    0.00       1/3           arma::gmm_dist_prob::gmm_dist_prob() [194]
                0.00    0.00       1/3           arma::gmm_seed_static_subset::gmm_seed_static_subset() [199]
                0.00    0.00       1/3           arma::gmm_seed_keep_existing::gmm_seed_keep_existing() [195]
                0.00    0.00       1/3           arma::gmm_seed_static_spread::gmm_seed_static_spread() [198]
                0.00    0.00       1/3           arma::gmm_seed_random_spread::gmm_seed_random_spread() [196]
                0.00    0.00       1/3           arma::gmm_seed_random_subset::gmm_seed_random_subset() [197]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN9ActivatorC2Ei13LatticeType_t [1]
[211]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [211]
                0.00    0.00       1/3           arma::fill::fill_class<arma::fill::fill_none>::fill_class() [204]
                0.00    0.00       1/3           arma::fill::fill_class<arma::fill::fill_zeros>::fill_class() [202]
                0.00    0.00       1/3           arma::fill::fill_class<arma::fill::fill_eye>::fill_class() [203]
                0.00    0.00       1/3           arma::fill::fill_class<arma::fill::fill_ones>::fill_class() [205]
                0.00    0.00       1/3           arma::fill::fill_class<arma::fill::fill_randu>::fill_class() [201]
                0.00    0.00       1/3           arma::solve_opts::opts_none::opts_none() [189]
                0.00    0.00       1/3           arma::fill::fill_class<arma::fill::fill_randn>::fill_class() [200]
                0.00    0.00       1/3           arma::solve_opts::opts_equilibrate::opts_equilibrate() [187]
                0.00    0.00       1/3           arma::solve_opts::opts_fast::opts_fast() [188]
                0.00    0.00       1/3           arma::solve_opts::opts_no_approx::opts_no_approx() [186]
                0.00    0.00       1/3           arma::solve_opts::opts_tril::opts_tril() [190]
                0.00    0.00       1/3           arma::solve_opts::opts_triu::opts_triu() [191]
                0.00    0.00       1/3           arma::gmm_dist_eucl::gmm_dist_eucl() [192]
                0.00    0.00       1/3           arma::gmm_dist_prob::gmm_dist_prob() [194]
                0.00    0.00       1/3           arma::gmm_dist_maha::gmm_dist_maha() [193]
                0.00    0.00       1/3           arma::gmm_seed_static_subset::gmm_seed_static_subset() [199]
                0.00    0.00       1/3           arma::gmm_seed_keep_existing::gmm_seed_keep_existing() [195]
                0.00    0.00       1/3           arma::gmm_seed_static_spread::gmm_seed_static_spread() [198]
                0.00    0.00       1/3           arma::gmm_seed_random_spread::gmm_seed_random_spread() [196]
                0.00    0.00       1/3           arma::gmm_seed_random_subset::gmm_seed_random_subset() [197]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN16HoneycombLattice14bonds_per_siteE [208]
[212]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [212]
                0.00    0.00       1/3           arma::fill::fill_class<arma::fill::fill_zeros>::fill_class() [202]
                0.00    0.00       1/3           arma::fill::fill_class<arma::fill::fill_none>::fill_class() [204]
                0.00    0.00       1/3           arma::fill::fill_class<arma::fill::fill_ones>::fill_class() [205]
                0.00    0.00       1/3           arma::fill::fill_class<arma::fill::fill_randu>::fill_class() [201]
                0.00    0.00       1/3           arma::fill::fill_class<arma::fill::fill_eye>::fill_class() [203]
                0.00    0.00       1/3           arma::solve_opts::opts_none::opts_none() [189]
                0.00    0.00       1/3           arma::fill::fill_class<arma::fill::fill_randn>::fill_class() [200]
                0.00    0.00       1/3           arma::solve_opts::opts_fast::opts_fast() [188]
                0.00    0.00       1/3           arma::solve_opts::opts_no_approx::opts_no_approx() [186]
                0.00    0.00       1/3           arma::solve_opts::opts_equilibrate::opts_equilibrate() [187]
                0.00    0.00       1/3           arma::solve_opts::opts_triu::opts_triu() [191]
                0.00    0.00       1/3           arma::gmm_dist_eucl::gmm_dist_eucl() [192]
                0.00    0.00       1/3           arma::solve_opts::opts_tril::opts_tril() [190]
                0.00    0.00       1/3           arma::gmm_dist_prob::gmm_dist_prob() [194]
                0.00    0.00       1/3           arma::gmm_dist_maha::gmm_dist_maha() [193]
                0.00    0.00       1/3           arma::gmm_seed_keep_existing::gmm_seed_keep_existing() [195]
                0.00    0.00       1/3           arma::gmm_seed_static_spread::gmm_seed_static_spread() [198]
                0.00    0.00       1/3           arma::gmm_seed_static_subset::gmm_seed_static_subset() [199]
                0.00    0.00       1/3           arma::gmm_seed_random_subset::gmm_seed_random_subset() [197]
                0.00    0.00       1/3           arma::gmm_seed_random_spread::gmm_seed_random_spread() [196]
-----------------------------------------------
                0.00    0.00       1/1           arma::Base<double, arma::eOp<arma::Mat<double>, arma::eop_pow> >::Base() [220]
[213]    0.0    0.00    0.00       1         arma::Base_inv_yes<arma::eOp<arma::Mat<double>, arma::eop_pow> >::Base_inv_yes() [213]
-----------------------------------------------
                0.00    0.00       1/1           arma::Base<double, arma::eOp<arma::Mat<double>, arma::eop_pow> >::Base() [220]
[214]    0.0    0.00    0.00       1         arma::Base_eval_expr<double, arma::eOp<arma::Mat<double>, arma::eop_pow> >::Base_eval_expr() [214]
-----------------------------------------------
                0.00    0.00       1/1           arma::Base<double, arma::eOp<arma::Mat<double>, arma::eop_pow> >::Base() [220]
[215]    0.0    0.00    0.00       1         arma::Base_trans_default<arma::eOp<arma::Mat<double>, arma::eop_pow> >::Base_trans_default() [215]
-----------------------------------------------
                0.00    0.00       1/1           Activator::calculateConvolution() [47]
[216]    0.0    0.00    0.00       1         arma::Col<double>::Col<arma::eOp<arma::Mat<double>, arma::eop_pow> >(arma::Base<double, arma::eOp<arma::Mat<double>, arma::eop_pow> > const&) [216]
                0.00    0.00       1/8           arma::Mat<double>::Mat(arma::arma_vec_indicator const&, unsigned int) [162]
                0.00    0.00       1/1           arma::Mat<double> const& arma::Mat<double>::operator=<arma::Mat<double>, arma::eop_pow>(arma::eOp<arma::Mat<double>, arma::eop_pow> const&) [217]
-----------------------------------------------
                0.00    0.00       1/1           arma::Col<double>::Col<arma::eOp<arma::Mat<double>, arma::eop_pow> >(arma::Base<double, arma::eOp<arma::Mat<double>, arma::eop_pow> > const&) [216]
[217]    0.0    0.00    0.00       1         arma::Mat<double> const& arma::Mat<double>::operator=<arma::Mat<double>, arma::eop_pow>(arma::eOp<arma::Mat<double>, arma::eop_pow> const&) [217]
                0.00    0.00       1/7           arma::Mat<double>::init_warm(unsigned long long, unsigned long long) [168]
                0.00    0.00       1/1           void arma::eop_core<arma::eop_pow>::apply<arma::Mat<double>, arma::Mat<double> >(arma::Mat<double>&, arma::eOp<arma::Mat<double>, arma::eop_pow> const&) [222]
-----------------------------------------------
                0.00    0.00       1/1           Activator::calculateConvolution() [47]
[218]    0.0    0.00    0.00       1         arma::eOp<arma::Mat<double>, arma::eop_pow>::eOp(arma::Mat<double> const&, double) [218]
                0.00    0.00       1/1           arma::Base<double, arma::eOp<arma::Mat<double>, arma::eop_pow> >::Base() [220]
                0.00    0.00       1/1           arma::Proxy<arma::Mat<double> >::Proxy(arma::Mat<double> const&) [221]
-----------------------------------------------
                0.00    0.00       1/1           Activator::calculateConvolution() [47]
[219]    0.0    0.00    0.00       1         arma::eOp<arma::Mat<double>, arma::eop_pow>::~eOp() [219]
-----------------------------------------------
                0.00    0.00       1/1           arma::eOp<arma::Mat<double>, arma::eop_pow>::eOp(arma::Mat<double> const&, double) [218]
[220]    0.0    0.00    0.00       1         arma::Base<double, arma::eOp<arma::Mat<double>, arma::eop_pow> >::Base() [220]
                0.00    0.00       1/1           arma::Base_inv_yes<arma::eOp<arma::Mat<double>, arma::eop_pow> >::Base_inv_yes() [213]
                0.00    0.00       1/1           arma::Base_trans_default<arma::eOp<arma::Mat<double>, arma::eop_pow> >::Base_trans_default() [215]
                0.00    0.00       1/1           arma::Base_eval_expr<double, arma::eOp<arma::Mat<double>, arma::eop_pow> >::Base_eval_expr() [214]
-----------------------------------------------
                0.00    0.00       1/1           arma::eOp<arma::Mat<double>, arma::eop_pow>::eOp(arma::Mat<double> const&, double) [218]
[221]    0.0    0.00    0.00       1         arma::Proxy<arma::Mat<double> >::Proxy(arma::Mat<double> const&) [221]
-----------------------------------------------
                0.00    0.00       1/1           arma::Mat<double> const& arma::Mat<double>::operator=<arma::Mat<double>, arma::eop_pow>(arma::eOp<arma::Mat<double>, arma::eop_pow> const&) [217]
[222]    0.0    0.00    0.00       1         void arma::eop_core<arma::eop_pow>::apply<arma::Mat<double>, arma::Mat<double> >(arma::Mat<double>&, arma::eOp<arma::Mat<double>, arma::eop_pow> const&) [222]
-----------------------------------------------
                0.00    0.00       1/1           Activator::calculateConvolution() [47]
[223]    0.0    0.00    0.00       1         arma::linspace(double, double, unsigned long long) [223]
                0.00    0.00       1/1           arma::enable_if2<arma::is_Mat<arma::Col<double> >::value, arma::Col<double> >::result arma::linspace<arma::Col<double> >(arma::Col<double>::pod_type, arma::Col<double>::pod_type, unsigned long long) [224]
-----------------------------------------------
                0.00    0.00       1/1           arma::linspace(double, double, unsigned long long) [223]
[224]    0.0    0.00    0.00       1         arma::enable_if2<arma::is_Mat<arma::Col<double> >::value, arma::Col<double> >::result arma::linspace<arma::Col<double> >(arma::Col<double>::pod_type, arma::Col<double>::pod_type, unsigned long long) [224]
                0.00    0.00       1/7           arma::Col<double>::Col() [167]
                0.00    0.00       1/6           arma::Mat<double>::set_size(unsigned long long) [170]
-----------------------------------------------
                0.00    0.00       1/1           main [34]
[225]    0.0    0.00    0.00       1         Activator::~Activator() [225]
                0.00    0.00       6/12          arma::Col<double>::~Col() [155]
                0.00    0.00       1/138         Lattice::~Lattice() [109]
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >::~vector() [238]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator<double>::allocator() [228]
[226]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<double>::new_allocator() [226]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator<double>::~allocator() [229]
[227]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<double>::~new_allocator() [227]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl() [231]
[228]    0.0    0.00    0.00       1         std::allocator<double>::allocator() [228]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<double>::new_allocator() [226]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [232]
[229]    0.0    0.00    0.00       1         std::allocator<double>::~allocator() [229]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<double>::~new_allocator() [227]
-----------------------------------------------
                0.00    0.00       1/1           void std::_Destroy<double*>(double*, double*) [239]
[230]    0.0    0.00    0.00       1         void std::_Destroy_aux<true>::__destroy<double*>(double*, double*) [230]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<double, std::allocator<double> >::_Vector_base() [235]
[231]    0.0    0.00    0.00       1         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl() [231]
                0.00    0.00       1/1           std::allocator<double>::allocator() [228]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [236]
[232]    0.0    0.00    0.00       1         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [232]
                0.00    0.00       1/1           std::allocator<double>::~allocator() [229]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [236]
[233]    0.0    0.00    0.00       1         std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [233]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >::~vector() [238]
[234]    0.0    0.00    0.00       1         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [234]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >::vector() [237]
[235]    0.0    0.00    0.00       1         std::_Vector_base<double, std::allocator<double> >::_Vector_base() [235]
                0.00    0.00       1/1           std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl() [231]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >::~vector() [238]
[236]    0.0    0.00    0.00       1         std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [236]
                0.00    0.00       1/1           std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [233]
                0.00    0.00       1/1           std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [232]
-----------------------------------------------
                0.00    0.00       1/1           Activator::Activator(int, LatticeType_t) [38]
[237]    0.0    0.00    0.00       1         std::vector<double, std::allocator<double> >::vector() [237]
                0.00    0.00       1/1           std::_Vector_base<double, std::allocator<double> >::_Vector_base() [235]
-----------------------------------------------
                0.00    0.00       1/1           Activator::~Activator() [225]
[238]    0.0    0.00    0.00       1         std::vector<double, std::allocator<double> >::~vector() [238]
                0.00    0.00       1/1           std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [234]
                0.00    0.00       1/1           std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [236]
                0.00    0.00       1/1           void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [240]
-----------------------------------------------
                0.00    0.00       1/1           void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [240]
[239]    0.0    0.00    0.00       1         void std::_Destroy<double*>(double*, double*) [239]
                0.00    0.00       1/1           void std::_Destroy_aux<true>::__destroy<double*>(double*, double*) [230]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >::~vector() [238]
[240]    0.0    0.00    0.00       1         void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [240]
                0.00    0.00       1/1           void std::_Destroy<double*>(double*, double*) [239]
-----------------------------------------------
                0.00    0.00       1/1           main [34]
[241]    0.0    0.00    0.00       1         bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [241]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012-2015 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

 [208] _GLOBAL__sub_I__ZN16HoneycombLattice14bonds_per_siteE [38] Activator::Activator(int, LatticeType_t) [64] std::move_iterator<Bond*>::move_iterator(Bond*)
   [1] _GLOBAL__sub_I__ZN9ActivatorC2Ei13LatticeType_t [225] Activator::~Activator() [88] std::allocator_traits<std::allocator<Bond> >::deallocate(std::allocator<Bond>&, Bond*, unsigned long)
 [209] _GLOBAL__sub_I_main   [115] __gnu_cxx::new_allocator<Coordinate>::new_allocator() [86] std::allocator_traits<std::allocator<Bond> >::allocate(std::allocator<Bond>&, unsigned long)
 [210] __static_initialization_and_destruction_0(int, int) [128] __gnu_cxx::new_allocator<Coordinate>::~new_allocator() [65] std::allocator_traits<std::allocator<Bond> >::max_size(std::allocator<Bond> const&)
 [211] __static_initialization_and_destruction_0(int, int) [76] __gnu_cxx::new_allocator<Bond>::deallocate(Bond*, unsigned long) [14] void std::allocator_traits<std::allocator<Bond> >::construct<Bond, Bond const&>(std::allocator<Bond>&, Bond*, Bond const&)
 [212] __static_initialization_and_destruction_0(int, int) [84] __gnu_cxx::new_allocator<Bond>::allocate(unsigned long, void const*) [143] std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long)
  [12] SquareLattice::findNeighbor(int) [17] void __gnu_cxx::new_allocator<Bond>::construct<Bond, Bond const&>(Bond*, Bond const&) [125] std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long)
  [22] SquareLattice::SquareLattice(int) [118] __gnu_cxx::new_allocator<Bond>::new_allocator() [83] Bond* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<Bond*>, Bond*>(std::move_iterator<Bond*>, std::move_iterator<Bond*>, Bond*)
 [186] arma::solve_opts::opts_no_approx::opts_no_approx() [129] __gnu_cxx::new_allocator<Bond>::~new_allocator() [41] int* std::__uninitialized_default_n_1<true>::__uninit_default_n<int*, unsigned long>(int*, unsigned long)
 [187] arma::solve_opts::opts_equilibrate::opts_equilibrate() [226] __gnu_cxx::new_allocator<double>::new_allocator() [119] std::vector<Coordinate, std::allocator<Coordinate> >::vector()
 [149] arma::solve_opts::opts::opts(unsigned long long) [227] __gnu_cxx::new_allocator<double>::~new_allocator() [116] std::vector<Coordinate, std::allocator<Coordinate> >::~vector()
 [188] arma::solve_opts::opts_fast::opts_fast() [144] __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [50] void std::vector<Bond, std::allocator<Bond> >::_M_emplace_back_aux<Bond const&>(Bond const&)
 [189] arma::solve_opts::opts_none::opts_none() [121] __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [54] std::vector<Bond, std::allocator<Bond> >::end()
 [190] arma::solve_opts::opts_tril::opts_tril() [102] __gnu_cxx::new_allocator<int>::new_allocator() [53] std::vector<Bond, std::allocator<Bond> >::begin()
 [191] arma::solve_opts::opts_triu::opts_triu() [127] __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [13] std::vector<Bond, std::allocator<Bond> >::push_back(Bond const&)
 [152] arma::Base_inv_yes<arma::Mat<double> >::Base_inv_yes() [94] __gnu_cxx::new_allocator<int>::~new_allocator() [140] std::vector<Bond, std::allocator<Bond> >::vector()
 [213] arma::Base_inv_yes<arma::eOp<arma::Mat<double>, arma::eop_pow> >::Base_inv_yes() [30] __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >::__normal_iterator(Bond* const&) [107] std::vector<Bond, std::allocator<Bond> >::~vector()
  [91] void arma::arma_ostream::print_elem_zero<double>(std::ostream&, bool) [32] __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >::operator++() [31] std::vector<Bond, std::allocator<Bond> >::operator[](unsigned long)
 [153] arma::Base_eval_Mat<double, arma::Mat<double> >::Base_eval_Mat() [97] __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [237] std::vector<double, std::allocator<double> >::vector()
 [192] arma::gmm_dist_eucl::gmm_dist_eucl() [23] __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >::difference_type __gnu_cxx::operator-<Bond*, std::vector<Bond, std::allocator<Bond> > >(__gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > > const&, __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > > const&) [238] std::vector<double, std::allocator<double> >::~vector()
 [193] arma::gmm_dist_maha::gmm_dist_maha() [9] bool __gnu_cxx::operator!=<Bond*, std::vector<Bond, std::allocator<Bond> > >(__gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > > const&, __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > > const&) [44] std::vector<int, std::allocator<int> >::_M_default_initialize(unsigned long)
 [161] arma::gmm_dist_mode::gmm_dist_mode(unsigned long long) [178] arma::Mat<double>::save(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, arma::file_type, bool) const [142] std::vector<int, std::allocator<int> >::end()
 [194] arma::gmm_dist_prob::gmm_dist_prob() [62] __gnu_cxx::new_allocator<Bond>::max_size() const [112] std::vector<int, std::allocator<int> >::begin()
 [150] arma::gmm_seed_mode::gmm_seed_mode(unsigned long long) [123] __gnu_cxx::new_allocator<int>::max_size() const [39] std::vector<int, std::allocator<int> >::vector(unsigned long, std::allocator<int> const&)
 [214] arma::Base_eval_expr<double, arma::eOp<arma::Mat<double>, arma::eop_pow> >::Base_eval_expr() [15] __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >::base() const [36] std::vector<int, std::allocator<int> >::vector()
 [154] arma::Base_trans_default<arma::Mat<double> >::Base_trans_default() [25] __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >::operator*() const [99] std::vector<int, std::allocator<int> >::~vector()
 [215] arma::Base_trans_default<arma::eOp<arma::Mat<double>, arma::eop_pow> >::Base_trans_default() [20] __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >::operator+(long) const [7] std::vector<int, std::allocator<int> >::operator[](unsigned long)
 [159] void arma::arma_check_bad_alloc<char [39]>(bool, char const (&) [39]) [106] __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [180] std::ios_base::setf(std::_Ios_Fmtflags)
 [195] arma::gmm_seed_keep_existing::gmm_seed_keep_existing() [69] std::_Vector_base<Bond, std::allocator<Bond> >::_M_get_Tp_allocator() const [181] std::ios_base::setf(std::_Ios_Fmtflags, std::_Ios_Fmtflags)
 [196] arma::gmm_seed_random_spread::gmm_seed_random_spread() [75] std::move_iterator<Bond*>::base() const [182] std::ios_base::flags(std::_Ios_Fmtflags)
 [197] arma::gmm_seed_random_subset::gmm_seed_random_subset() [51] std::vector<Bond, std::allocator<Bond> >::_M_check_len(unsigned long, char const*) const [183] std::ios_base::unsetf(std::_Ios_Fmtflags)
 [198] arma::gmm_seed_static_spread::gmm_seed_static_spread() [27] std::vector<Bond, std::allocator<Bond> >::size() const [184] std::ios_base::precision(long)
 [199] arma::gmm_seed_static_subset::gmm_seed_static_subset() [67] std::vector<Bond, std::allocator<Bond> >::max_size() const [45] __gnu_cxx::__enable_if<std::__is_scalar<int>::__value, int*>::__type std::__fill_n_a<int*, unsigned long, int>(int*, unsigned long, int const&)
