3.32257887129870e-02,5.88399496459893e-02,7.09745872133582e-02,6.68498021866449e-02,4.74105331064212e-02,1.71100822503779e-02,-1.71100822503834e-02,-4.74105331064266e-02,-6.68498021866498e-02,-7.09745872133622e-02,-5.88399496459921e-02,-3.32257887129884e-02
5.88399496459899e-02,1.04200375926346e-01,1.25689751832636e-01,1.18385120319781e-01,8.39598844370246e-02,3.03004508560396e-02,-3.03004508560468e-02,-8.39598844370315e-02,-1.18385120319787e-01,-1.25689751832641e-01,-1.04200375926350e-01,-5.88399496459917e-02
7.09745872133599e-02,1.25689751832637e-01,1.51610909032771e-01,1.42799834083017e-01,1.01275038069402e-01,3.65493513306028e-02,-3.65493513306056e-02,-1.01275038069405e-01,-1.42799834083020e-01,-1.51610909032773e-01,-1.25689751832639e-01,-7.09745872133605e-02
6.68498021866482e-02,1.18385120319786e-01,1.42799834083021e-01,1.34500826782394e-01,9.53893009765981e-02,3.44252358827595e-02,-3.44252358827527e-02,-9.53893009765919e-02,-1.34500826782389e-01,-1.42799834083017e-01,-1.18385120319783e-01,-6.68498021866465e-02
4.74105331064260e-02,8.39598844370321e-02,1.01275038069409e-01,9.53893009766023e-02,6.76510245957523e-02,2.44147137632438e-02,-2.44147137632256e-02,-6.76510245957353e-02,-9.53893009765872e-02,-1.01275038069397e-01,-8.39598844370235e-02,-4.74105331064215e-02
1.71100822503835e-02,3.03004508560488e-02,3.65493513306123e-02,3.44252358827665e-02,2.44147137632469e-02,8.81107494976622e-03,-8.81107494973956e-03,-2.44147137632218e-02,-3.44252358827443e-02,-3.65493513305945e-02,-3.03004508560363e-02,-1.71100822503770e-02
-1.71100822503780e-02,-3.03004508560379e-02,-3.65493513305961e-02,-3.44252358827455e-02,-2.44147137632221e-02,-8.81107494973892e-03,8.81107494976779e-03,2.44147137632493e-02,3.44252358827694e-02,3.65493513306155e-02,3.03004508560514e-02,1.71100822503850e-02
-4.74105331064222e-02,-8.39598844370245e-02,-1.01275038069398e-01,-9.53893009765873e-02,-6.76510245957340e-02,-2.44147137632232e-02,2.44147137632475e-02,6.76510245957569e-02,9.53893009766075e-02,1.01275038069414e-01,8.39598844370360e-02,4.74105331064281e-02
-6.68498021866470e-02,-1.18385120319783e-01,-1.42799834083017e-01,-1.34500826782388e-01,-9.53893009765899e-02,-3.44252358827492e-02,3.44252358827644e-02,9.53893009766043e-02,1.34500826782401e-01,1.42799834083027e-01,1.18385120319791e-01,6.68498021866509e-02
-7.09745872133611e-02,-1.25689751832640e-01,-1.51610909032773e-01,-1.42799834083020e-01,-1.01275038069403e-01,-3.65493513306021e-02,3.65493513306078e-02,1.01275038069408e-01,1.42799834083025e-01,1.51610909032777e-01,1.25689751832642e-01,7.09745872133625e-02
-5.88399496459922e-02,-1.04200375926350e-01,-1.25689751832641e-01,-1.18385120319787e-01,-8.39598844370301e-02,-3.03004508560441e-02,3.03004508560435e-02,8.39598844370295e-02,1.18385120319787e-01,1.25689751832641e-01,1.04200375926350e-01,5.88399496459921e-02
-3.32257887129887e-02,-5.88399496459925e-02,-7.09745872133625e-02,-6.68498021866497e-02,-4.74105331064258e-02,-1.71100822503820e-02,1.71100822503800e-02,4.74105331064240e-02,6.68498021866480e-02,7.09745872133612e-02,5.88399496459917e-02,3.32257887129883e-02
