-2.40270621756314e-02,-4.48487313488762e-02,-5.98603267028345e-02,-6.75287404901680e-02,-6.76328924306869e-02,-6.12251295095178e-02,-5.03276007294005e-02,-3.74367986044248e-02,-2.49516428109564e-02,-1.46561251393640e-02,-7.37316370960684e-03,-2.86532937720136e-03
-4.43588414478553e-02,-8.26267874032541e-02,-1.09871690915266e-01,-1.23227197250008e-01,-1.22353241259357e-01,-1.09355903567294e-01,-8.81941707688798e-02,-6.37159408216972e-02,-4.05474280473421e-02,-2.20903916726333e-02,-9.85359589784009e-03,-3.26521884149452e-03
-5.80414655916643e-02,-1.07697116119943e-01,-1.42216828704968e-01,-1.57763733702448e-01,-1.54056593087183e-01,-1.34243585482817e-01,-1.04047491656573e-01,-7.03858728016906e-02,-3.97863406336122e-02,-1.69599618231737e-02,-3.85561411887972e-03,5.95834845971690e-04
-6.34401454992445e-02,-1.16972306441941e-01,-1.52689487377339e-01,-1.66243890880510e-01,-1.57620093793750e-01,-1.30959016763956e-01,-9.34834491247276e-02,-5.37785917926525e-02,-1.98252912002837e-02,2.76347333072715e-03,1.19026154070145e-02,9.33304600616278e-03
-6.05265265052701e-02,-1.10467525761122e-01,-1.41471844028918e-01,-1.49156286037881e-01,-1.33951703557637e-01,-1.00876944103491e-01,-5.82998464242949e-02,-1.59743104887626e-02,1.71942034503530e-02,3.51428494775976e-02,3.59510739191596e-02,2.21532426974376e-02
-5.08149552465259e-02,-9.11726761303665e-02,-1.12942753047143e-01,-1.12119376897743e-01,-8.96819831873190e-02,-5.13249161543653e-02,-6.12071459092523e-03,3.55748836945713e-02,6.44953166087579e-02,7.45694692394972e-02,6.42802845777446e-02,3.69663439961080e-02
-3.69663439960118e-02,-6.42802845775709e-02,-7.45694692392334e-02,-6.44953166084793e-02,-3.55748836942158e-02,6.12071459125174e-03,5.13249161547085e-02,8.96819831875953e-02,1.12119376898023e-01,1.12942753047331e-01,9.11726761305109e-02,5.08149552465938e-02
-2.21532426973722e-02,-3.59510739190499e-02,-3.51428494774713e-02,-1.71942034501714e-02,1.59743104889363e-02,5.82998464244858e-02,1.00876944103638e-01,1.33951703557784e-01,1.49156286037983e-01,1.41471844029023e-01,1.10467525761174e-01,6.05265265052889e-02
-9.33304600618060e-03,-1.19026154070625e-02,-2.76347333080048e-03,1.98252912001879e-02,5.37785917925836e-02,9.34834491246498e-02,1.30959016763877e-01,1.57620093793671e-01,1.66243890880479e-01,1.52689487377311e-01,1.16972306441918e-01,6.34401454992263e-02
-5.95834846042353e-04,3.85561411872262e-03,1.69599618229317e-02,3.97863406333480e-02,7.03858728014016e-02,1.04047491656293e-01,1.34243585482528e-01,1.54056593086937e-01,1.57763733702242e-01,1.42216828704833e-01,1.07697116119836e-01,5.80414655915989e-02
3.26521884142653e-03,9.85359589768447e-03,2.20903916724113e-02,4.05474280470469e-02,6.37159408213968e-02,8.81941707685334e-02,1.09355903566949e-01,1.22353241259008e-01,1.23227197249733e-01,1.09871690915030e-01,8.26267874030877e-02,4.43588414477584e-02
2.86532937716765e-03,7.37316370953471e-03,1.46561251392339e-02,2.49516428108059e-02,3.74367986042264e-02,5.03276007291902e-02,6.12251295092656e-02,6.76328924304501e-02,6.75287404899367e-02,5.98603267026566e-02,4.48487313487334e-02,2.40270621755539e-02
