-4.40553747487625e-03,-8.55504112518981e-03,-1.22073568816164e-02,-1.51502254280203e-02,-1.72126179413763e-02,-1.82746756652999e-02,-1.82746756652993e-02,-1.72126179413747e-02,-1.51502254280177e-02,-1.22073568816130e-02,-8.55504112518565e-03,-4.40553747487157e-03,4.95546935425264e-15,4.40553747488134e-03,8.55504112519491e-03,1.22073568816215e-02,1.51502254280253e-02,1.72126179413812e-02,1.82746756653047e-02,1.82746756653041e-02,1.72126179413796e-02,1.51502254280227e-02,1.22073568816181e-02,8.55504112519083e-03,4.40553747487672e-03
-8.55504112518985e-03,-1.66128943564928e-02,-2.37052665532103e-02,-2.94199748229930e-02,-3.34249010933204e-02,-3.54872936066759e-02,-3.54872936066748e-02,-3.34249010933173e-02,-2.94199748229879e-02,-2.37052665532035e-02,-1.66128943564847e-02,-8.55504112518082e-03,9.61618828456411e-15,8.55504112519976e-03,1.66128943565028e-02,2.37052665532201e-02,2.94199748230026e-02,3.34249010933299e-02,3.54872936066852e-02,3.54872936066843e-02,3.34249010933269e-02,2.94199748229976e-02,2.37052665532134e-02,1.66128943564948e-02,8.55504112519078e-03
-1.22073568816167e-02,-2.37052665532106e-02,-3.38255122978697e-02,-4.19799422185109e-02,-4.76946504882931e-02,-5.06375190346959e-02,-5.06375190346944e-02,-4.76946504882886e-02,-4.19799422185036e-02,-3.38255122978601e-02,-2.37052665531992e-02,-1.22073568816039e-02,1.36771445780925e-14,1.22073568816308e-02,2.37052665532247e-02,3.38255122978836e-02,4.19799422185245e-02,4.76946504883064e-02,5.06375190347091e-02,5.06375190347076e-02,4.76946504883019e-02,4.19799422185173e-02,3.38255122978741e-02,2.37052665532133e-02,1.22073568816180e-02
-1.51502254280209e-02,-2.94199748229939e-02,-4.19799422185117e-02,-5.21001879631704e-02,-5.91925601598870e-02,-6.28448759163124e-02,-6.28448759163104e-02,-5.91925601598814e-02,-5.21001879631614e-02,-4.19799422184999e-02,-2.94199748229797e-02,-1.51502254280051e-02,1.69122431663828e-14,1.51502254280383e-02,2.94199748230113e-02,4.19799422185286e-02,5.21001879631870e-02,5.91925601599033e-02,6.28448759163283e-02,6.28448759163264e-02,5.91925601598978e-02,5.21001879631783e-02,4.19799422185170e-02,2.94199748229971e-02,1.51502254280225e-02
-1.72126179413774e-02,-3.34249010933223e-02,-4.76946504882952e-02,-5.91925601598886e-02,-6.72504133911904e-02,-7.13999170415025e-02,-7.13999170415003e-02,-6.72504133911842e-02,-5.91925601598785e-02,-4.76946504882817e-02,-3.34249010933063e-02,-1.72126179413595e-02,1.90058904570711e-14,1.72126179413969e-02,3.34249010933418e-02,4.76946504883143e-02,5.91925601599071e-02,6.72504133912086e-02,7.13999170415203e-02,7.13999170415184e-02,6.72504133912023e-02,5.91925601598971e-02,4.76946504883009e-02,3.34249010933258e-02,1.72126179413791e-02
-1.82746756653017e-02,-3.54872936066792e-02,-5.06375190346999e-02,-6.28448759163162e-02,-7.13999170415048e-02,-7.58054545163796e-02,-7.58054545163774e-02,-7.13999170414985e-02,-6.28448759163053e-02,-5.06375190346858e-02,-3.54872936066623e-02,-1.82746756652829e-02,1.99658067480636e-14,1.82746756653221e-02,3.54872936066994e-02,5.06375190347197e-02,6.28448759163352e-02,7.13999170415236e-02,7.58054545163979e-02,7.58054545163956e-02,7.13999170415170e-02,6.28448759163244e-02,5.06375190347057e-02,3.54872936066826e-02,1.82746756653033e-02
-1.82746756653020e-02,-3.54872936066797e-02,-5.06375190347008e-02,-6.28448759163171e-02,-7.13999170415062e-02,-7.58054545163808e-02,-7.58054545163785e-02,-7.13999170414995e-02,-6.28448759163066e-02,-5.06375190346868e-02,-3.54872936066630e-02,-1.82746756652833e-02,1.97419240144284e-14,1.82746756653221e-02,3.54872936066996e-02,5.06375190347199e-02,6.28448759163356e-02,7.13999170415241e-02,7.58054545163982e-02,7.58054545163962e-02,7.13999170415175e-02,6.28448759163251e-02,5.06375190347060e-02,3.54872936066830e-02,1.82746756653035e-02
-1.72126179413783e-02,-3.34249010933241e-02,-4.76946504882976e-02,-5.91925601598916e-02,-6.72504133911940e-02,-7.13999170415062e-02,-7.13999170415041e-02,-6.72504133911877e-02,-5.91925601598815e-02,-4.76946504882844e-02,-3.34249010933083e-02,-1.72126179413608e-02,1.83812535762739e-14,1.72126179413968e-02,3.34249010933422e-02,4.76946504883150e-02,5.91925601599081e-02,6.72504133912101e-02,7.13999170415216e-02,7.13999170415195e-02,6.72504133912037e-02,5.91925601598982e-02,4.76946504883019e-02,3.34249010933266e-02,1.72126179413795e-02
-1.51502254280223e-02,-2.94199748229966e-02,-4.19799422185155e-02,-5.21001879631751e-02,-5.91925601598923e-02,-6.28448759163180e-02,-6.28448759163160e-02,-5.91925601598868e-02,-5.21001879631662e-02,-4.19799422185037e-02,-2.94199748229827e-02,-1.51502254280070e-02,1.59970246562386e-14,1.51502254280384e-02,2.94199748230120e-02,4.19799422185302e-02,5.21001879631889e-02,5.91925601599054e-02,6.28448759163305e-02,6.28448759163286e-02,5.91925601598999e-02,5.21001879631800e-02,4.19799422185186e-02,2.94199748229983e-02,1.51502254280231e-02
-1.22073568816185e-02,-2.37052665532141e-02,-3.38255122978746e-02,-4.19799422185169e-02,-4.76946504882999e-02,-5.06375190347030e-02,-5.06375190347015e-02,-4.76946504882952e-02,-4.19799422185094e-02,-3.38255122978648e-02,-2.37052665532025e-02,-1.22073568816060e-02,1.28977971855024e-14,1.22073568816312e-02,2.37052665532260e-02,3.38255122978857e-02,4.19799422185271e-02,4.76946504883093e-02,5.06375190347121e-02,5.06375190347106e-02,4.76946504883048e-02,4.19799422185199e-02,3.38255122978761e-02,2.37052665532148e-02,1.22073568816188e-02
