-4.01049003764175e-04,-7.97597272896250e-04,-1.18520630578455e-03,-1.55956116216021e-03,-1.91652994039135e-03,-2.25222056930625e-03,-2.56303403963349e-03,-2.84571331397427e-03,-3.09738717703450e-03,-3.31560840548776e-03,-3.49838566711724e-03,-3.64420871933982e-03,-3.75206651894040e-03,-3.82145799738437e-03,-3.85239535983123e-03,-3.84539985535247e-03,-3.80149012857557e-03,-3.72216330844859e-03,-3.60936916364840e-03,-3.46547770918740e-03,-3.29324077730331e-03,-3.09574813619546e-03,-2.87637883534547e-03,-2.63874852440776e-03,-2.38665353940510e-03,-2.12401261872961e-03,-1.85480713139942e-03,-1.58302072281123e-03,-1.31257929329910e-03,-1.04729222787564e-03,-7.90795742618078e-04,-5.46499232112059e-04,-3.17535398811071e-04,-1.06714928831946e-04,8.35136083576366e-05,2.51098045630952e-04,3.94410570781904e-04,5.12268944125962e-04,6.03950658043879e-04,6.69199859042959e-04,7.08226922190786e-04,7.21700708729532e-04,7.10733651962658e-04,6.76859894651490e-04,6.22006844294425e-04,5.48460594534700e-04,4.58825750566837e-04,3.55980295529431e-04,2.43026201415771e-04,1.23236549310016e-04
-7.98997934504599e-04,-1.58901745793189e-03,-2.36120437773692e-03,-3.10695109407433e-03,-3.81801533538332e-03,-4.48663348483183e-03,-5.10562682733212e-03,-5.66849915843663e-03,-6.16952430798821e-03,-6.60382229521907e-03,-6.96742300799740e-03,-7.25731647036154e-03,-7.47148898062870e-03,-7.60894460608901e-03,-7.66971174265053e-03,-7.65483467357985e-03,-7.56635028112010e-03,-7.40725029965878e-03,-7.18142970528223e-03,-6.89362204307519e-03,-6.54932270117273e-03,-6.15470131164257e-03,-5.71650462024521e-03,-5.24195130864593e-03,-4.73862038463223e-03,-4.21433483068783e-03,-3.67704228076544e-03,-3.13469454449108e-03,-2.59512779752156e-03,-2.06594525335936e-03,-1.55440409445503e-03,-1.06730835785312e-03,-6.10909399876074e-04,-1.90815429077265e-04,1.88088539617083e-04,5.21709110962261e-04,8.06800298227894e-04,1.04100585925033e-03,1.22288756087937e-03,1.35193896578853e-03,1.42858457339492e-03,1.45416435598577e-03,1.43090395138703e-03,1.36187101369418e-03,1.25091841300558e-03,1.10261518090308e-03,9.22166298376456e-04,7.15322577521186e-04,4.88282047274117e-04,2.47584379423082e-04
-1.19078240854979e-03,-2.36815467613573e-03,-3.51889234389345e-03,-4.63013955932041e-03,-5.68958656330377e-03,-6.68563907913275e-03,-7.60757713658562e-03,-8.44570095780507e-03,-9.19146178231108e-03,-9.83757568533669e-03,-1.03781187474787e-02,-1.08086021668481e-02,-1.11260262531101e-02,-1.13289125261981e-02,-1.14173134770764e-02,-1.13927999149311e-02,-1.12584261056626e-02,-1.10186733032803e-02,-1.06793725391610e-02,-1.02476079031264e-02,-9.73160179178678e-03,-9.14058390254980e-03,-8.48464598183716e-03,-7.77458454912654e-03,-7.02173399589802e-03,-6.23779260301016e-03,-5.43464412277854e-03,-4.62417763308358e-03,-3.81810839739224e-03,-3.02780243287369e-03,-2.26410745550979e-03,-1.53719273131603e-03,-8.56400262102372e-04,-2.30109532473997e-04,3.34382154265366e-04,8.30961960171436e-04,1.25478491035888e-03,1.60233715509214e-03,1.87147819979664e-03,2.06146148396410e-03,2.17293305438804e-03,2.20790839712399e-03,2.16972782791061e-03,2.06299117684331e-03,1.89347280353525e-03,1.66801829755533e-03,1.39442448965944e-03,1.08130464514828e-03,7.37940953045959e-04,3.74126619252233e-04
-1.57340892940397e-03,-3.12904446365510e-03,-4.64937957544740e-03,-6.11737633651648e-03,-7.51672139564500e-03,-8.83205074110968e-03,-1.00491604210125e-02,-1.11552001011266e-02,-1.21388466231329e-02,-1.29904550048115e-02,-1.37021846691312e-02,-1.42680990742617e-02,-1.46842372964482e-02,-1.49486565557908e-02,-1.50614451109077e-02,-1.50247053765901e-02,-1.48425075957512e-02,-1.45208148102821e-02,-1.40673803252272e-02,-1.34916192628483e-02,-1.28044561987417e-02,-1.20181512242017e-02,-1.11461071026815e-02,-1.02026604718446e-02,-9.20286027523939e-03,-8.16223680090658e-03,-7.09656484200971e-03,-6.02162456074754e-03,-4.95296370072829e-03,-3.90566473550237e-03,-2.89412046759387e-03,-1.93182147694641e-03,-1.03115861092483e-03,-2.03243482275687e-04,5.42250329154573e-04,1.19722300644629e-03,1.75525913733942e-03,2.21171163919930e-03,2.56375773927179e-03,2.81042623066435e-03,2.95259563292250e-03,2.99296335548151e-03,2.93598640397296e-03,2.78779458662629e-03,2.55607761608343e-03,2.24994789513192e-03,1.87978113525264e-03,1.45703732216244e-03,9.94064805911697e-04,5.03890576304163e-04
-1.94398909264892e-03,-3.86593200949946e-03,-5.74408861478420e-03,-7.55732632361353e-03,-9.28541260745972e-03,-1.09092941901644e-02,-1.24113587698541e-02,-1.37756754449085e-02,-1.49882102611768e-02,-1.60370137401203e-02,-1.69123776188967e-02,-1.76069585410861e-02,-1.81158668909315e-02,-1.84367195212388e-02,-1.85696556592230e-02,-1.85173158129533e-02,-1.82847840897082e-02,-1.78794948428135e-02,-1.73111051510295e-02,-1.65913350958577e-02,-1.57337783240641e-02,-1.47536858071252e-02,-1.36677261099224e-02,-1.24937258418959e-02,-1.12503942484182e-02,-9.95703613609561e-03,-8.63325749336704e-03,-7.29866829093197e-03,-5.97258694203736e-03,-4.67375092113228e-03,-3.42003789547895e-03,-2.22820159371476e-03,-1.11362637130732e-03,-9.01041795322247e-05,8.30362733723429e-04,1.63773044119095e-03,2.32405075620621e-03,2.88357544895238e-03,3.31282572108855e-03,3.61062596107526e-03,3.77810134307654e-03,3.81863937800189e-03,3.73781608220029e-03,3.54328796498695e-03,3.24465157124349e-03,2.85327278946422e-03,2.38208861379612e-03,1.84538446208188e-03,1.25855053293074e-03,6.37820982930954e-04
-2.29977232237539e-03,-4.57333747383669e-03,-6.79485272868542e-03,-8.93919884285090e-03,-1.09823283830948e-02,-1.29015981717319e-02,-1.46760809415513e-02,-1.62868515945526e-02,-1.77172438344002e-02,-1.89530734074667e-02,-1.99828246796305e-02,-2.07977978135526e-02,-2.13922144411017e-02,-2.17632803137131e-02,-2.19112040755431e-02,-2.18391719747850e-02,-2.15532789694707e-02,-2.10624173565876e-02,-2.03781246814161e-02,-1.95143933003211e-02,-1.84874445440463e-02,-1.73154709492465e-02,-1.60183505250935e-02,-1.46173374078979e-02,-1.31347336349050e-02,-1.15935470327441e-02,-1.00171404194078e-02,-8.42887744769986e-03,-6.85177045865636e-03,-5.30813567239244e-03,-3.81926093731044e-03,-2.40509103427334e-03,-1.08393529499906e-03,1.27798083937882e-04,1.21583704267022e-03,2.16824646959791e-03,2.97559183482102e-03,3.63106322625891e-03,4.13055799063111e-03,4.47272079736617e-03,4.65894060157708e-03,4.69330464487667e-03,4.58251028176908e-03,4.33573607936631e-03,3.96447422910636e-03,3.48232693022340e-03,2.90476995312565e-03,2.24888705711923e-03,1.53307942394594e-03,7.76754633502573e-04
-2.63817669323774e-03,-5.24611746703457e-03,-7.79400773825882e-03,-1.02528693515255e-02,-1.25949632739633e-02,-1.47941739134861e-02,-1.68263694031124e-02,-1.86697324836443e-02,-2.03050571424056e-02,-2.17160066063843e-02,-2.28893289278556e-02,-2.38150270064580e-02,-2.44864805865425e-02,-2.49005184959140e-02,-2.50574401341232e-02,-2.49609859964258e-02,-2.46182577491143e-02,-2.40395891927262e-02,-2.32383701127781e-02,-2.22308257930401e-02,-2.10357555778420e-02,-1.96742345201743e-02,-1.81692826782113e-02,-1.65455071269487e-02,-1.48287221337133e-02,-1.30455532909133e-02,-1.12230316217832e-02,-9.38818381318676e-03,-7.56762480292729e-03,-5.78715887186392e-03,-4.07139528028893e-03,-2.44338424859443e-03,-9.24278765931899e-04,4.66972695383643e-04,1.71389794509924e-03,2.80273325269722e-03,3.72261250839928e-03,4.46571054438324e-03,5.02733854671325e-03,5.40599018639754e-03,5.60333787344398e-03,5.62417928784586e-03,5.47633510454325e-03,5.17049957183719e-03,4.72004633511850e-03,4.14079256328981e-03,3.45072507347245e-03,2.66969275306878e-03,1.81907005641171e-03,9.21396821344731e-04
-2.95681740761802e-03,-5.87952184899577e-03,-8.73447685119534e-03,-1.14889918606332e-02,-1.41117776318296e-02,-1.65733808424508e-02,-1.88465914821916e-02,-2.09068169929502e-02,-2.27324176416924e-02,-2.43049981724733e-02,-2.56096514606398e-02,-2.66351506112250e-02,-2.73740867107902e-02,-2.78229502738950e-02,-2.79821552685113e-02,-2.78560054532247e-02,-2.74526036627398e-02,-2.67837054885321e-02,-2.58645196842660e-02,-2.47134583864094e-02,-2.33518410172998e-02,-2.18035564236892e-02,-2.00946884240371e-02,-1.82531104898330e-02,-1.63080557476170e-02,-1.42896688348819e-02,-1.22285464401454e-02,-1.01552734869152e-02,-8.09996199880842e-03,-6.09179962654889e-03,-4.15861466322972e-03,-2.32646410812336e-03,-6.19250987840295e-04,9.41623303542865e-04,2.33756643959406e-03,3.55305778013350e-03,4.57586224477831e-03,5.39719230691324e-03,6.01181571966593e-03,6.41810745265264e-03,6.61804514619204e-03,6.61714826604323e-03,6.42436200204593e-03,6.05188778674990e-03,5.51496313394302e-03,4.83159427445472e-03,4.02224576642799e-03,3.10949194470393e-03,2.11763562349932e-03,1.07229998478693e-03
-3.25353252871455e-03,-6.46924507169628e-03,-9.60984733083917e-03,-1.26391005204992e-02,-1.55223235801622e-02,-1.82268762749079e-02,-2.07226119978631e-02,-2.29822936126768e-02,-2.49819661344374e-02,-2.67012808015003e-02,-2.81237657416774e-02,-2.92370392860680e-02,-3.00329628330816e-02,-3.05077310776089e-02,-3.06618983623724e-02,-3.05003408690295e-02,-3.00321553431462e-02,-2.92704959729216e-02,-2.82323520141461e-02,-2.69382696006599e-02,-2.54120220439190e-02,-2.36802336863724e-02,-2.17719630740456e-02,-1.97182518130949e-02,-1.75516459884116e-02,-1.53056974391269e-02,-1.30144524538000e-02,-1.07119356709191e-02,-8.43163698001955e-03,-6.20600921774621e-03,-4.06598423095575e-03,-2.04051463236308e-03,-1.56148135347990e-04,1.56335911437595e-03,3.09738441566023e-03,4.42873048311438e-03,5.54386316319255e-03,6.43309138383215e-03,7.09068669703081e-03,7.51494071153386e-03,7.70815966015183e-03,7.67659629385203e-03,7.43032026568653e-03,6.98302910446839e-03,6.35180277620299e-03,5.55680569585433e-03,4.62094087055733e-03,3.56946154056444e-03,2.42954639140125e-03,1.22984491865482e-03
-3.52640563612608e-03,-7.01147135521513e-03,-1.04144379480800e-02,-1.36956989918379e-02,-1.68173558045627e-02,-1.97437470267599e-02,-2.24419449853173e-02,-2.48822114697759e-02,-2.70384061866609e-02,-2.88883418557994e-02,-3.04140807227147e-02,-3.16021681417800e-02,-3.24437998415241e-02,-3.29349204636553e-02,-3.30762520265211e-02,-3.28732520027388e-02,-3.23360017543639e-02,-3.14790271463692e-02,-3.03210541399291e-02,-2.88847031678165e-02,-2.71961270168886e-02,-2.52845977617392e-02,-2.31820490931740e-02,-2.09225810183065e-02,-1.85419344886186e-02,-1.60769439532924e-02,-1.35649761573514e-02,-1.10433636958782e-02,-8.54884192504310e-03,-6.11699773969791e-03,-3.78173856423718e-03,-1.57478956304439e-03,4.74773333675730e-04,2.34094758619433e-03,4.00117899452186e-03,5.43668183988295e-03,6.63269945390917e-03,7.57870134149706e-03,8.26851398496424e-03,8.70038344982206e-03,8.87696895539670e-03,8.80526764792594e-03,8.49647183032786e-03,7.96576096511979e-03,7.23203174774416e-03,6.31757048601660e-03,5.24767291399045e-03,4.05021736502150e-03,2.75519793461258e-03,1.39422488062990e-03
